customer_id,age,region,income,monthly_minutes,monthly_data_gb,support_tickets,monthly_bill,outstanding_balance,churn
504,39,South,99134,228,6.18,0,32.02,330.78,0
505,46,East,43782,1570,12.23,6,138.37,246.26,0
506,20,North,95587,2761,3.67,8,122.07,193.31,1
507,29,East,52072,2182,11.2,3,67.45,150.12,0
508,43,South,75702,2966,17.22,8,158.01,473.79,0
509,33,East,36057,2346,10.53,0,81.59,254.05,0
510,68,North,60916,1936,13.83,8,77.07,280.63,0
511,54,East,57268,176,1.97,5,110.11,474.63,0
512,39,North,73978,468,9.26,3,144.95,326.94,0
513,46,North,53259,2980,2.35,4,187.9,478.93,1
514,31,North,83583,625,12.19,6,54.03,53.18,0
515,45,North,64293,448,5.98,9,97.4,423.32,1
516,22,West,37043,605,6.1,3,41.39,167.71,0
517,64,North,80430,742,2,7,158.95,405.24,1
518,66,West,68893,337,6.55,2,106.11,427.82,0
519,47,West,70642,1403,10.38,1,150.18,135.74,0
520,63,East,60868,1700,11.9,0,84.77,204.42,0
521,69,North,56309,1555,1.8,5,173.53,363.01,0
522,22,South,53284,2285,13.2,1,120.92,49.53,0
523,29,West,99000,2759,10.03,7,190.41,377.77,0
524,33,South,92107,1773,10.97,9,43.4,55.24,0
525,43,North,95049,2827,16.74,3,117.43,457.23,0
526,43,East,59265,1946,7.17,8,160.3,138.17,0
527,65,West,53880,1954,3.89,3,132.03,287.8,0
528,38,West,30255,2986,11.26,3,33.94,58.58,1
529,56,North,31502,454,18.93,7,195.3,134.75,0
530,53,East,95424,2725,10.6,7,80.7,201.98,0
531,50,North,71366,2994,16.72,4,72.38,243.52,0
532,47,North,57425,658,15.26,2,112.56,0.03,0
533,54,West,82328,2996,10.61,1,122.17,444.33,1
534,40,North,97396,2017,13.13,8,160.27,3.84,1
535,27,North,35806,1354,8.43,8,96.86,386.84,1
536,22,North,47106,1781,10.85,4,104.79,235.29,1
537,53,West,86731,1269,10.39,7,120.94,261.94,1
538,51,West,62599,1275,14.33,6,97.05,104.13,0
539,69,East,39004,1914,8.49,2,185.47,303.68,1
540,48,West,81364,2287,2.45,4,174.71,268.62,1
541,27,North,55792,762,15.88,8,107.35,82.12,0
542,36,South,94912,120,13.85,3,30.03,119.06,0
543,49,South,84645,2211,19.03,2,183.16,33.45,0
544,18,North,37232,1341,8.86,6,51.14,33.14,1
545,22,South,84766,261,2.03,7,71.57,6.89,0
546,62,West,78542,229,2.87,4,55.9,110.24,0
547,21,North,35913,2728,15.58,7,60.57,339.83,0
548,33,North,40567,2050,1.82,4,166.49,158.11,0
549,41,North,68379,324,18.2,8,128.52,171.37,1
550,33,North,30319,1881,5.99,6,192.54,65.95,1
551,19,West,34791,679,18.03,4,69.35,287.74,1
552,66,South,30329,1577,15.58,8,112.56,171.07,0
553,45,South,91032,206,17.49,4,196.16,338.16,1
554,49,West,74078,2768,4.67,7,170.5,370.73,0
555,44,North,51300,939,12.12,3,153.86,292.35,0
556,37,South,80945,1264,2.32,8,62.13,138.03,0
557,41,South,85609,2724,4.44,5,160.8,254.3,0
558,29,East,90562,1257,6.54,5,89.09,125.97,1
559,67,West,91901,2346,14.95,2,120.19,451.46,0
560,52,West,35703,2657,0.98,2,133.56,383.19,1
561,50,South,93115,766,18.11,3,133.59,246.5,0
562,50,West,57676,2226,1.88,0,153.51,482.73,0
563,68,North,91710,2071,7.84,5,142.49,273.38,0
564,60,North,90077,611,2.08,0,41.62,164.27,0
565,54,North,75440,349,15.49,3,107.75,47.73,1
566,29,South,66923,988,3.26,6,142.88,271.87,0
567,20,East,59802,1123,17.75,5,80.32,430.21,0
568,18,East,92904,698,10.84,7,83.22,433.36,1
569,50,West,90162,852,19,3,51.18,302.28,0
570,57,East,95169,699,6.16,8,101.16,196.72,0
571,27,East,98147,2630,9.36,9,197.76,325.15,0
572,60,North,52075,2983,14.04,7,78.5,381.07,0
573,61,North,39304,2319,16.72,4,120.34,205.81,1
574,46,East,89622,2164,8.72,5,156.35,238.13,0
575,30,South,84215,1858,17.9,4,32.29,340.31,0
576,29,West,42521,1417,2.8,5,183.07,438.33,0
577,48,North,54028,2541,14.32,0,95.71,395.51,0
578,63,North,69328,1945,7.29,3,177.75,11.2,0
579,19,South,57301,1342,2.48,8,36.62,62.19,0
580,68,North,68015,333,8.04,3,54.76,426.39,0
581,67,North,66845,1513,17.66,1,84.83,416.91,0
582,52,East,74159,2395,19.62,5,88.73,194.4,0
583,40,North,73714,2025,8.16,1,174.13,292.14,0
584,34,East,55230,2199,17.79,2,31.9,452.92,0
585,43,North,79262,2162,10.44,6,138.99,455.78,1
586,25,North,71722,540,14.48,3,52.32,391.55,0
587,46,South,76359,1235,1.38,0,169.95,104.79,0
588,43,West,92796,2843,11.37,8,162.36,365.14,0
589,27,South,70159,106,1.87,5,114.99,50.55,1
590,43,West,35239,1686,5.74,8,66.16,446.97,1
591,51,North,80886,925,11.55,2,137.86,74.57,0
592,68,West,57195,1368,16.24,4,56.56,331.17,0
593,58,North,64674,1410,11.44,8,62.3,305.12,0
594,24,East,48105,1727,18.76,5,136.54,388.45,1
595,21,East,59739,1136,16.3,1,198.51,275.79,0
596,67,West,61969,1269,3.55,0,181.48,29.78,0
597,62,South,44497,577,8.08,8,130.83,352.92,0
598,28,North,31816,2778,13.54,0,121.55,191.58,0
599,46,North,89254,814,18.8,4,199.73,160.14,0
600,53,West,99385,1776,19.76,0,123.06,495.84,0
601,42,East,63826,2262,15.38,4,101.42,295.2,0
602,38,West,93365,608,11.69,4,184.62,355.36,0
603,53,North,80100,2204,15.25,6,69.81,263.16,0
604,27,South,34359,481,5.83,6,46.58,384.99,0
605,54,North,42809,1280,6.03,9,137.8,376.04,0
606,26,West,94450,1945,13.26,0,46.29,328.57,1
607,41,East,68428,1286,17.5,8,93.44,498.87,0
608,52,West,32093,374,19.41,0,102.01,229.9,0
609,66,North,74498,1818,7.16,4,123.08,353.1,1
610,52,East,70985,1200,16.03,6,198.58,398.89,0
611,65,East,62009,1960,17.1,7,67.57,188.02,0
612,53,South,47718,2191,12.65,1,93.88,228.59,0
613,35,West,46705,817,7.28,0,52.48,484.58,0
614,66,West,92598,417,12.57,3,133.29,16.15,0
615,56,West,42239,633,11.9,3,153.7,167.65,0
616,49,East,76622,1708,12.33,9,111.95,243.11,1
617,41,North,76665,1876,12.58,5,71.79,0.73,0
618,40,North,62274,2384,17.02,0,135.55,449.56,0
619,49,West,41419,2664,3.82,0,121.66,143.12,1
620,54,North,45003,1344,7.66,2,59.1,128.85,0
621,29,East,60866,1433,11.93,4,98.97,410.16,0
622,66,East,51988,1300,6.02,5,103.98,138.99,0
623,30,East,85894,1894,19.57,4,197.05,328.81,0
624,40,West,35674,2185,5.63,4,174.38,410.75,0
625,42,South,96446,2801,9.66,8,154.84,396.24,0
626,52,South,59072,1554,17.61,1,181.09,390.98,0
627,58,North,63717,2033,2.06,0,155.03,44.32,0
628,47,South,56651,846,16.5,5,183.58,39.92,0
629,34,North,74291,940,11.63,8,39.27,153.39,0
630,66,South,93350,2595,1.12,6,107.53,17.97,0
631,37,West,34646,1618,18.11,7,156.97,250.21,0
632,65,West,69713,2831,1.26,4,129.16,197.39,0
633,42,North,97936,2272,10.55,9,59.78,278.51,1
634,39,South,74331,1188,1.46,3,87.88,149.39,1
635,30,West,52185,892,1.89,5,84.02,242.88,1
636,36,North,82107,2931,17.8,2,74.43,167.37,0
637,66,North,96554,1367,15.43,0,88.33,97.6,0
638,53,North,47563,1650,4.34,3,117.53,324.68,0
639,29,East,45701,2373,12.6,8,175.33,336.72,1
640,58,North,99072,2612,16,3,156.15,414.62,0
641,36,West,78217,2790,17.85,0,171.99,437.38,0
642,29,South,74610,392,9.63,3,180.21,352.23,0
643,26,East,80131,2868,18,6,100.75,343.75,0
644,24,North,59410,1504,10.4,2,88.82,28.34,0
645,45,South,88715,1748,13.92,9,39.8,54.89,0
646,31,East,68665,2903,19.59,5,188.18,406.28,0
647,48,West,45957,2313,5.1,0,41.19,116.48,1
648,69,West,78127,2916,3.79,3,155.99,177.78,1
649,36,East,93589,1341,7.17,2,94.28,72.65,1
650,64,West,76008,1175,3.71,0,191.29,97.58,1
651,33,West,91920,1497,6.04,2,101.33,387.71,0
652,22,West,62875,1793,14.99,3,168.82,130.93,1
653,52,North,31626,2714,9.81,4,78.05,224.52,0
654,29,North,93822,1137,7.81,5,80.85,75.84,1
655,42,North,63642,1463,7.69,1,131.24,338.96,0
656,69,East,68311,2749,4.29,1,199.66,364.13,0
657,38,South,62356,1662,9.22,5,117.99,180.85,0
658,53,South,33809,1212,12.68,4,189.17,392.37,0
659,40,West,73371,2188,3.21,0,163.66,119.95,1
660,33,West,64875,1391,19.47,2,165.3,345.95,1
661,56,West,39465,1261,9.14,4,104.11,364.98,0
662,62,South,96095,1129,18.99,1,95.71,484.33,0
663,59,East,95250,341,3.13,0,62.63,116.16,0
664,56,North,45250,261,15.46,8,193.87,46.86,0
665,31,North,76023,2839,12.54,4,193.1,131.52,1
666,48,North,76624,2956,16.49,1,157,61.43,0
667,22,South,46427,1078,12.21,9,80.36,84.85,0
668,52,South,63276,617,19.28,3,71.68,167.06,1
669,40,West,33439,997,12.73,2,198.06,207,0
670,46,North,47300,882,15.8,6,41.31,451.86,0
671,60,East,90289,2931,17.61,0,173.41,97.81,1
672,28,East,47182,1279,14.43,9,90.43,485.88,1
673,35,North,80912,184,10.72,3,101.21,405.08,1
674,64,South,56909,1835,5.82,6,171.44,440.74,0
675,29,North,49659,1133,17.16,9,45.4,464.72,0
676,26,East,61403,237,9.87,4,90.21,376.62,0
677,27,South,63586,853,12.6,3,191.84,394.39,0
678,61,North,40360,812,2.04,3,148.84,218.91,0
679,34,North,51424,2303,10.2,1,158.34,255.23,0
680,55,East,78791,2555,14.11,7,158.78,466.24,0
681,24,West,33065,2934,11.89,3,40.3,189.13,1
682,63,South,98795,679,9.25,1,64.55,20.97,1
683,30,East,42300,653,4.86,8,113.51,381.38,0
684,57,East,63370,495,6.54,9,92.59,286.58,0
685,59,West,99831,2037,14.16,6,99.86,407.44,1
686,26,West,57209,1786,4.87,2,162.85,37.78,0
687,67,East,50927,1719,12.62,6,32.5,310.62,1
688,44,East,64579,1257,12,0,142.28,123.85,1
689,19,West,39032,1432,19.42,0,30.02,451.63,0
690,22,South,70731,1989,1.69,3,40.72,54.95,0
691,46,South,83767,909,2.61,3,99.41,421.53,0
692,54,North,79954,2689,10.37,3,172.96,44.28,0
693,55,West,55102,269,10.78,8,54.65,12.55,0
694,36,West,64433,2437,1.28,5,124.29,117.53,1
695,25,North,45932,839,16.6,2,145.35,166.52,1
696,65,East,55714,1941,10.15,5,69.02,313.26,0
697,62,South,87803,2735,7.26,1,117.1,65.86,1
698,18,North,69743,2882,6.72,1,184.94,218.66,0
699,39,West,32552,556,17.3,6,117.08,102.13,1
700,69,North,86627,2848,4.34,2,56.74,427.65,0
701,34,North,75987,1425,3.63,6,136.73,22.48,0
702,24,East,75380,2193,4.66,2,130.67,177.97,0
703,42,East,59250,1701,12.69,1,34.58,315.69,0
704,62,North,98344,1483,16.31,3,45.4,456.54,0
705,21,East,94686,1384,6.95,3,56.65,434,1
706,53,East,75028,1246,3.88,2,53.17,447.6,0
707,23,North,45295,330,4.58,8,74.11,31.43,1
708,48,North,85248,2784,12.57,5,107.2,420.46,0
709,36,East,40523,211,5.3,4,93.19,389.96,0
710,61,North,75530,692,17.61,5,181.41,451.22,0
711,56,West,43769,2538,2.53,7,134.06,155.79,1
712,44,West,93042,2539,1.13,4,178.94,455.88,0
713,27,West,74645,2475,2.22,3,119.6,201.32,0
714,43,North,92142,1338,16.99,6,45.28,317.05,1
715,36,West,55557,1987,13.2,4,108.76,212.09,0
716,56,South,67085,2894,19.18,3,169.75,213.82,0
717,20,South,80708,2514,7.06,4,63,273.32,0
718,62,North,81357,2229,4.65,3,45.51,177.96,0
719,30,North,43470,2953,11.46,7,86,396.37,0
720,67,East,36805,2969,10.99,7,96.11,316.82,1
721,45,South,92028,1199,12.02,0,82.06,344.88,1
722,37,North,80772,1626,7.28,2,52.99,115.52,0
723,45,East,82104,2069,0.61,3,72.64,484.79,0
724,25,North,36630,1051,1.18,1,145.99,330.09,0
725,58,East,45701,1602,13.44,4,95.61,98.6,0
726,56,South,44859,471,10.7,7,137.53,375.25,0
727,18,West,51183,2411,16.51,1,121.17,86.86,0
728,20,West,70438,209,6.36,8,123.34,31.69,0
729,30,South,72244,2454,16.4,6,72.25,263.78,0
730,45,South,45021,1323,8.8,5,118.66,276.76,0
731,66,South,99863,325,2.39,7,34.01,94.48,1
732,42,West,85565,2332,19.57,1,103.4,174.19,0
733,50,South,78043,130,10.48,4,127.35,472.88,0
734,55,North,94361,713,12.77,3,60.94,142.5,0
735,23,North,31245,1894,13.58,7,73.61,77.78,0
736,61,South,71011,198,7.57,0,67.32,496.28,0
737,62,South,40355,1462,15.08,2,41.99,151.15,0
738,49,West,78692,910,17.47,9,89.14,340.13,0
739,62,North,79004,1920,8.05,7,196.42,115.78,0
740,64,South,59714,2799,13.31,4,90.16,275.06,1
741,38,West,47198,913,15.26,3,108.29,193.14,0
742,33,West,96951,1921,4.21,5,141.02,480.79,0
743,38,South,31652,1119,6.99,4,140.24,216.4,1
744,28,South,73625,2235,2.62,2,191.48,292.09,0
745,54,South,48740,1186,12.24,4,175.79,472.38,0
746,53,West,33810,1021,16.12,3,164.97,494.62,1
747,52,North,46569,1510,12.41,0,191.78,50.83,0
748,36,West,56783,1582,4.01,0,69.23,417.16,0
749,37,East,39471,2733,11.15,6,134.9,191.06,0
750,35,East,36163,2965,16.78,3,180.82,297.41,0
751,64,North,93087,1759,6.4,0,136.1,187.52,0
752,58,South,92071,2017,16.74,5,196.16,200.56,0
753,66,South,46065,896,15.8,0,47.06,79.43,0
754,31,North,78348,2057,0.92,7,104.69,286.38,0
755,32,East,49154,1112,5.17,8,196.15,273.36,0
756,48,West,50229,2780,11.09,2,94.53,94.68,0
757,18,East,82587,445,14.49,6,155.72,270.87,0
758,20,East,79713,823,17.67,4,35.17,486.55,0
759,33,North,56997,1201,13,2,148.12,357.2,0
760,40,South,51101,1488,7.92,4,188.89,240.49,0
761,28,North,70391,1137,4.1,9,95.06,458.04,1
762,29,East,89405,235,15.32,6,33.62,287.66,0
763,27,West,64948,1427,4.53,6,34.74,67.52,0
764,49,East,83031,2544,14.06,8,181.64,273.75,0
765,33,North,67921,891,4.03,7,152.83,90.49,0
766,25,South,58460,178,2.28,3,48.14,383.75,0
767,55,East,51071,1878,5.4,4,39.28,483.59,0
768,29,South,96118,804,6.06,4,166.82,180.41,0
769,41,West,78282,1081,13.12,9,167.68,217.46,0
770,45,West,88445,1541,3.64,1,50.49,210.75,1
771,25,East,84816,1365,18.64,6,81.26,142.65,0
772,45,South,33060,1174,11.31,6,162.6,397.09,1
773,53,North,43731,843,10.07,8,119.32,308.86,0
774,43,North,50719,2531,8.98,8,192.62,32.03,0
775,25,South,77042,474,11.55,3,111.78,419.4,0
776,67,South,79116,1853,0.94,4,145.08,93.54,1
777,45,East,56325,2353,19.81,6,116.66,489.58,0
778,45,East,52597,2636,11.37,9,190.3,188.33,0
779,54,North,97439,2091,1.19,6,97.77,308.22,0
780,58,South,44551,1434,12,9,69.07,38.91,0
781,53,North,54278,2779,9.02,7,85.53,172.33,0
782,44,North,45141,691,0.97,7,174.97,401.18,0
783,34,West,97913,1165,18.53,1,114.65,238.6,1
784,26,North,63615,632,0.71,8,90.22,452.3,0
785,50,South,92751,2669,11.77,3,122.52,287.57,0
786,37,North,57452,2972,19.25,0,52.65,464.29,0
787,30,West,52725,1276,5.13,0,30.91,491.3,1
788,45,East,80391,1435,5.46,4,77.7,226.95,0
789,65,North,41698,1417,0.51,6,132.85,282.58,0
790,46,East,32365,697,1.79,4,150.99,417.46,1
791,30,East,73372,212,1.38,2,170.52,110.77,0
792,63,West,74134,1235,16.54,6,187.53,430.81,1
793,52,North,67823,1298,16.82,0,100.06,295.96,0
794,23,West,31949,1945,14.67,0,155.89,362.75,0
795,35,West,79396,1425,7.38,1,42.69,39.93,0
796,68,West,61912,2087,16.51,0,39.78,383.09,0
797,22,East,86947,1639,11.03,8,51.22,155.39,0
798,64,East,74387,833,6.43,3,106.26,402.62,0
799,42,South,93965,2085,9.03,6,65.92,254.58,0
800,19,West,46508,2465,1.78,4,78.78,137.31,1
801,27,East,75592,1095,18.93,6,140.14,476.38,0
802,47,East,31919,2360,12.57,6,90.95,382.53,0
803,67,South,72595,352,14.76,0,124.75,492.84,1
804,62,East,39617,223,13.69,0,100.11,182.23,0
805,22,West,63298,1336,13.52,2,58.72,324.61,0
806,50,North,36929,723,0.84,9,42.58,305.79,1
807,18,West,44456,1639,10.74,1,70.16,343.78,0
808,35,East,67924,1755,16.52,6,39.81,19.16,0
809,49,West,54240,1366,1.37,2,135.16,145.86,0
810,64,South,39228,1260,19.15,6,165.27,454.67,0
811,66,South,51686,2394,8.77,8,87.76,211.91,1
812,28,West,41920,540,6.15,0,95.81,480.32,1
813,38,North,37432,2192,10.87,2,168.75,106.75,0
814,43,West,93575,2805,16.12,5,67.84,498.71,1
815,42,South,63910,1116,9.76,8,50.26,348.79,0
816,39,East,60226,653,13.08,4,115.19,388.2,0
817,44,South,89099,908,10.25,2,139.85,198.43,1
818,66,East,48013,1070,12.81,7,131.94,453.5,1
819,30,South,51446,1212,3.19,4,151.36,272.73,0
820,50,North,92509,2877,1.25,5,39.65,340.47,0
821,51,North,30557,1933,3.17,1,102.79,47.4,0
822,58,North,60666,1414,6.07,3,70.56,315.84,0
823,52,West,67389,1374,5.44,0,159.05,439.54,0
824,18,West,77700,198,12.5,3,178.36,89.14,0
825,38,South,54578,1579,9.39,0,77.83,368.86,0
826,65,East,39596,1714,1.26,3,46.19,12.7,1
827,23,South,87500,400,1.18,1,73.08,463.1,0
828,45,East,40129,1322,2.27,5,47.68,491.46,0
829,34,West,93394,1782,7.39,5,84.81,177.09,1
830,22,West,96046,587,0.62,7,121.49,53.54,0
831,48,South,41596,1524,10.13,8,195.53,329.29,1
832,22,West,95355,1104,7.53,7,97.89,14.92,0
833,55,North,42974,576,11.33,0,67.41,241.24,0
834,20,West,96673,1245,14.56,2,58.36,135.89,0
835,40,North,51818,1435,5.39,5,59.42,236.67,0
836,54,East,73246,1235,3.56,0,62.74,9.14,0
837,54,East,85598,2956,5.92,7,159.59,25.81,0
838,27,East,32654,1805,0.53,5,40.37,7.99,0
839,27,North,63758,617,2.84,0,199.56,309.57,0
840,36,West,54204,1320,15.14,9,118.86,280.05,0
841,34,North,64928,2606,4.84,1,122.53,116.58,1
842,38,East,83609,329,19.89,5,90.79,323.32,1
843,31,North,60552,1291,3.77,9,147.34,442.1,1
844,26,South,40336,2155,15.88,7,110.15,138.66,0
845,63,East,77037,2077,14.25,4,85.94,416,0
846,18,South,46206,1483,6.78,0,75.07,331.25,0
847,68,North,64831,2342,6.95,9,187.36,16.91,1
848,62,North,73563,2501,11.49,1,79.47,187.57,0
849,30,South,48361,1987,17.12,3,104.19,253.88,0
850,21,West,71335,1172,8.03,3,89.56,365.85,0
851,18,West,55816,563,1.69,6,44.65,143.57,0
852,66,North,45619,2503,7.8,1,61.61,491.37,0
853,57,South,56819,2997,4.54,6,62.22,342.27,1
854,49,North,41741,1073,18.81,6,147.92,186.41,0
855,51,North,38798,1281,14.1,6,99.12,48.51,0
856,45,East,55143,165,1.49,2,162.93,90.68,0
857,48,East,79695,2096,6.21,5,150.52,243.8,0
858,25,North,62747,670,1.48,5,62.65,247.35,0
859,56,North,51182,407,16.69,3,125.7,383.86,1
860,43,North,39415,882,18.17,0,156.29,363.09,0
861,51,West,41085,220,2.69,8,137.62,100.64,0
862,20,West,45008,865,9.09,1,132,297.48,0
863,67,North,48452,872,18.67,8,155.73,10.31,0
864,29,North,94075,2243,3.33,7,39.65,199.27,0
865,18,West,38120,1086,6.19,0,154.34,382.05,1
866,61,West,94385,2109,6.43,6,76.35,199.75,0
867,22,South,48170,639,1.09,9,127.22,417.8,1
868,47,North,46259,2149,1.21,2,71.19,488.08,1
869,47,North,52099,679,19.08,9,172.6,303.61,1
870,34,East,39649,1763,11.64,9,111.7,72.5,1
871,65,South,89258,2480,6.48,8,139.3,189.84,0
872,64,North,71037,1147,7.88,4,164.99,4.74,0
873,40,East,41805,2889,14.44,2,182.2,301.36,0
874,32,North,73147,605,7.65,7,154.45,410.78,0
875,54,West,76053,2010,4.94,2,55.29,314.97,1
876,38,South,40985,832,2.49,6,175.27,393.04,0
877,31,North,42391,1671,14.71,6,135.16,399.95,0
878,19,East,34861,613,4.02,6,133.61,425.51,1
879,28,South,93582,460,1.86,0,186.63,133.33,0
880,68,West,81928,2421,8.83,4,72.3,435.63,0
881,56,East,64364,2324,1.27,0,70.73,327.05,0
882,55,North,72923,626,19.32,6,117.24,144.86,1
883,51,East,37919,378,12.73,7,157.65,493.65,0
884,55,North,85896,2853,3.48,6,106.03,475.09,1
885,67,West,77396,1472,3.86,0,137.76,287.22,0
886,51,South,64840,2046,11.61,2,106.93,421.6,1
887,35,East,72255,1544,7.45,9,133.77,130.75,0
888,47,North,38176,2211,15.6,2,169.78,208.02,0
889,32,South,63529,389,11.14,6,60.68,91.99,0
890,44,West,86406,2165,8.95,3,148.21,260.05,0
891,68,West,42941,163,19.28,2,163.86,248,0
892,51,North,31669,429,8.12,5,106.01,106.41,0
893,69,North,74859,1993,8.31,9,84.95,336.4,0
894,55,West,85786,862,13.48,5,32.3,58.9,1
895,50,West,81083,2063,16.28,9,165.51,30.85,0
896,41,North,70076,2590,12.71,4,85.75,192.45,1
897,32,South,50323,240,14.12,5,90.74,204.91,1
898,47,South,36021,1431,7.77,2,87.12,159.87,0
899,59,West,69807,543,9.85,9,114.79,128.97,0
900,68,North,80355,2643,4.34,4,149.42,169.39,0
901,34,North,74732,2573,13.76,8,161.22,81.69,1
902,22,West,38711,1598,4.82,3,96.74,201.73,1
903,46,North,93079,1368,0.52,1,142.73,452.3,0
904,21,South,37904,549,18.71,4,152.52,112.21,0
905,27,South,94033,1925,6.47,2,80.48,342.23,0
906,34,South,85096,450,4.33,2,46.43,70.89,1
907,27,South,33093,698,5.73,3,182.09,176.95,0
908,34,East,54918,810,6.94,3,145.11,160.59,1
909,37,North,92636,969,9.75,4,140.18,468.51,0
910,41,East,88806,2083,1.85,6,40.01,213.99,0
911,22,West,39394,1284,1.53,3,169.04,345.23,1
912,51,West,43280,492,6.21,6,126.23,301.23,1
913,23,North,66303,941,6.27,8,174.14,70.52,0
914,19,North,57453,2548,2.79,2,195.68,469.77,0
915,30,North,90695,2197,8.39,4,192.71,172.93,0
916,60,South,98449,2891,6.04,3,175.54,22.38,1
917,60,South,55765,1418,1.01,8,31.86,150.22,0
918,65,East,32340,1135,17.77,4,180.57,167.82,0
919,28,North,68057,1458,17.78,9,42.76,46.37,0
920,68,North,30597,1090,4.58,1,174.7,309.99,0
921,64,South,87988,1138,3.68,9,77.63,173.38,0
922,40,East,45025,127,11.17,0,133.71,314.57,0
923,33,North,37145,487,12.8,6,36.47,3.37,1
924,48,East,85797,1415,19.17,0,161.1,491.02,0
925,28,North,71723,932,7.86,7,48.99,85.26,0
926,33,West,34830,349,12.55,8,99.82,329.67,0
927,25,West,53930,2127,17.62,6,168.97,357.89,0
928,21,North,53752,1628,9.27,8,148.21,85.8,0
929,57,North,92040,197,2.89,9,31.03,55.86,0
930,21,South,97696,1938,7.86,5,98.52,76.29,0
931,42,North,94648,1460,3.16,6,37.13,123.41,1
932,20,East,85030,1162,0.82,2,144.49,84.12,1
933,49,West,86815,1423,15.16,8,194.72,337,0
934,20,East,65690,2326,5.15,2,141.39,210.42,1
935,44,West,87923,991,0.54,5,68.14,268.9,1
936,46,South,66572,1592,17.51,3,90.39,23.67,1
937,49,North,84030,1405,9.15,8,196.03,430.62,0
938,67,East,97904,2897,5.16,0,68.09,85.29,0
939,68,South,59203,1287,5.62,8,125.46,180.08,0
940,36,East,35608,552,5.19,3,98.08,35.95,0
941,38,North,75667,196,4.29,9,160.61,68.4,0
942,22,North,85547,2456,16.9,4,177.46,332.9,0
943,35,West,52485,361,3.82,0,87.94,346.29,0
944,45,North,39862,2440,11.46,0,142.27,338.48,1
945,59,West,87560,1893,2.01,5,123.34,276.07,1
946,39,West,58415,2396,19.02,9,77.34,476.26,0
947,38,West,94523,2392,12.26,0,76.23,253.59,0
948,23,East,49323,2398,18.11,1,121.57,224.71,0
949,18,East,83214,2270,8.26,2,56.18,123.77,0
950,22,West,47997,424,16.31,6,167.84,49.42,0
951,58,North,87003,1085,17.15,1,41.73,274.08,1
952,29,South,33679,2648,14.21,4,46.08,157.45,1
953,43,East,70308,786,2.31,8,88.18,262.01,0
954,63,South,69842,1839,0.81,9,50.08,103.06,0
955,51,South,95408,1960,3.79,7,110.87,419.09,1
956,66,South,99532,935,2.8,7,97.94,499.85,1
957,31,East,83938,158,14.64,1,152.71,161.2,0
958,43,West,35695,2878,11.36,0,192.01,421.16,0
959,62,North,88499,1621,10.76,8,158.1,436.49,0
960,44,West,53382,1496,5.43,9,60.51,498.04,1
961,26,East,44235,2413,3.51,3,189.04,171.36,0
962,43,West,92223,1776,4.53,8,96.66,378.02,0
963,64,East,32366,335,8.31,6,110.61,114.4,0
964,39,West,57467,317,14.93,5,101.67,312.4,0
